WARD,ID,YEAR,ITEM,CATEGORY,LOCATION,COST,TOTAL COST
25,20759,2019,Street Resurfacing Menu,Street Resurfacing,953 W 18TH ST,5748,8136558
25,20761,2019,Street Resurfacing Menu,Street Resurfacing,ON W 19TH ST FROM S RACINE AVE (1200 W) TO S BLUE ISLAND AVE (1440 W),13150,8136558
25,20762,2019,Street Resurfacing Menu,Street Resurfacing,ON W 23RD PL FROM S WENTWORTH AVE (200 W) TO S STEWART AVE (330 W),8743,8136558
25,20763,2019,Street Resurfacing Menu,Street Resurfacing,ON W 14TH PL FROM S MORGAN ST (1000 W) TO S RACINE AVE (1200 W),85529,8136558
25,20764,2019,Street Resurfacing Menu,Street Resurfacing,ON W 23RD ST FROM S LEAVITT ST (2200 W) TO S OAKLEY AVE (2300 W),9109,8136558
25,20765,2019,Street Speed Hump Menu,Street Resurfacing,3200 S HAMILTON AVE,3700,8136558
25,20766,2019,Viaduct Improvement Menu,Viaducts,W 24TH PL & S CANAL ST,21000,8136558
25,20767,2019,Viaduct Improvement Menu,Viaducts,W 24TH PL & S CANAL ST,8039,8136558
25,20768,2020,Sidewalk Menu,Sidewalk Repair,1745 W 17TH ST,6899,8136558
25,20769,2020,Sidewalk Menu,Sidewalk Repair,2021 S MORGAN ST,33711,8136558
25,20770,2020,Sidewalk Menu,Sidewalk Repair,1633 W 21ST PL,13558,8136558
25,20771,2020,Sidewalk Menu,Sidewalk Repair,720 S ABERDEEN ST,4619,8136558
25,20772,2020,Sidewalk Menu,Sidewalk Repair,2101 S CHINA PL,30180,8136558
25,20773,2020,Sidewalk Menu,Sidewalk Repair,2141 S TAN CT,4949,8136558
25,20774,2020,Sidewalk Menu,Sidewalk Repair,1932 S TOM PKWY,16187,8136558
25,20775,2020,Sidewalk Menu,Sidewalk Repair,982 W 18TH PL,25478,8136558
25,20776,2020,Sidewalk Menu,Sidewalk Repair,953 W 18TH ST,16846,8136558
25,20777,2020,Sidewalk Menu,Sidewalk Repair,1002 W 18TH ST,23607,8136558
25,20778,2020,Sidewalk Menu,Sidewalk Repair,1617 S CARPENTER ST,3309,8136558
25,20779,2020,Sidewalk Menu,Sidewalk Repair,1933 S MAY ST,4247,8136558
25,20780,2020,Sidewalk Menu,Sidewalk Repair,1508 W 17TH ST,17108,8136558
25,20781,2020,Sidewalk Menu,Sidewalk Repair,1523 W 18TH ST,2396,8136558
25,20782,2020,Sidewalk Menu,Sidewalk Repair,1628 S ALLPORT ST,3451,8136558
25,20783,2020,Sidewalk Menu,Sidewalk Repair,1538 W CULLERTON ST,20667,8136558
25,20784,2020,Sidewalk Menu,Sidewalk Repair,1923 S LOOMIS ST,7344,8136558
25,20785,2020,Sidewalk Menu,Sidewalk Repair,1812 S RACINE AVE,8145,8136558
25,20786,2020,Sidewalk Menu,Sidewalk Repair,1634 W 21ST PL,5075,8136558
25,20787,2020,Sidewalk Menu,Sidewalk Repair,1523 W 18TH ST,3389,8136558
25,20788,2020,Street Light Upgrade Menu,Lighting,1437 W 18TH ST,500,8136558
25,20789,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON W 16TH ST FROM S LOOMIS ST (1400 W) TO S LAFLIN ST (1500 W),69651,8136558
25,20790,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON W 19TH ST FROM S ASHLAND AVE (1600 W) TO S PAULINA ST (1700 W),66215,8136558
25,20791,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON W CULLERTON ST FROM S OAKLEY AVE (2300 W) TO S WESTERN AVE (2400 W),56777,8136558
25,20792,2020,Street Resurfacing Menu,Street Resurfacing,ON W 15TH ST FROM S THROOP ST (1300 W) TO S LOOMIS ST (1400 W),67780,8136558
25,20793,2020,Street Resurfacing Menu,Street Resurfacing,ON W CULLERTON ST FROM S LOOMIS ST (1400 W) TO S BLUE ISLAND AVE (1500 W),50109,8136558
25,20794,2020,Street Resurfacing Menu,Street Resurfacing,ON W CULLERTON ST FROM S PAULINA ST (1700 W) TO S WOOD ST (1800 W),61825,8136558
25,20795,2020,Street Resurfacing Menu,Street Resurfacing,ON S BLUE ISLAND AVE FROM W 18TH ST (1800 S) TO W 19TH ST (1900 S),57671,8136558
25,20796,2020,Street Resurfacing Menu,Street Resurfacing,ON S OAKLEY AVE FROM W 18TH ST (1800 S) TO W 19TH ST (1900 S),52671,8136558
25,20797,2020,Street Resurfacing Menu,Street Resurfacing,ON W CULLERTON ST FROM S WOOD ST (1800 W) TO S WOLCOTT AVE (1900 W),59804,8136558
25,20798,2020,Street Resurfacing Menu,Street Resurfacing,ON W CULLERTON ST FROM S WOLCOTT AVE (1900 W) TO S DAMEN AVE (2000 W),59529,8136558
25,20799,2020,Street Resurfacing Menu,Street Resurfacing,ON S CHINA PL FROM S WELLS ST (2100 S) TO S PRINCETON AVE (2200 S),89642,8136558
25,20800,2020,Street Resurfacing Menu,Street Resurfacing,ON W 23RD ST FROM S LEAVITT ST (2200 W) TO S OAKLEY AVE (2300 W),67516,8136558
25,20801,2020,Street Speed Hump Menu,Street Resurfacing,ON S OAKLEY AVE FROM W CERMAK RD (2200 S) TO W 23RD ST (2300 S),4700,8136558
25,20802,2021,1 LPR/No Camera - Cermak and Wentworth,Police Cameras,W CERMAK RD & S WENTWORTH AVE,27410,8136558
25,20803,2021,1 PTZ Camera - 24th St and Princeton,Police Cameras,W 24TH ST & S PRINCETON AVE,24776,8136558
25,20804,2021,1 PTZ Camera - 340 W Cermak Road,Police Cameras,340 W CERMAK RD,24776,8136558
25,20805,2021,1 PTZ Camera - Princeton and China Place,Police Cameras,S CHINA PL & S PRINCETON AVE,24776,8136558
25,20806,2021,1 PTZ Camera - Wells and Tan Court,Police Cameras,S WELLS ST & S TAN CT,24776,8136558
25,20807,2021,Alley Speed Hump Menu,Alleys,W 17TH ST & S CARPENTER ST & S RACINE AVE & W 18TH ST,3500,8136558
25,20808,2021,Miscellaneous CDOT Projects,Misc. CDOT,2100 W CERMAK RD,222500,8136558
25,20809,2021,Sidewalk Menu,Sidewalk Repair,1141-1151 W WASHINGTON BLVD,12379,8136558
25,20810,2021,Sidewalk Menu,Sidewalk Repair,1515 W 18TH ST,5314,8136558
25,20811,2021,Sidewalk Menu,Sidewalk Repair,1522 W 19TH ST,2550,8136558
25,20812,2021,Sidewalk Menu,Sidewalk Repair,16-26 N MAY ST,12856,8136558
25,20813,2021,Sidewalk Menu,Sidewalk Repair,1641 S ALLPORT ST,8225,8136558
25,20814,2021,Sidewalk Menu,Sidewalk Repair,1812 S ALLPORT ST,7544,8136558
25,20815,2021,Sidewalk Menu,Sidewalk Repair,1813 S RACINE AVE,8895,8136558
25,20816,2021,Sidewalk Menu,Sidewalk Repair,1822 S BISHOP ST,25369,8136558
25,20817,2021,Sidewalk Menu,Sidewalk Repair,1902 S CARPENTER ST,6443,8136558
25,20818,2021,Sidewalk Menu,Sidewalk Repair,1931 W CULLERTON ST,22122,8136558
25,20819,2021,Sidewalk Menu,Sidewalk Repair,2008 W 18TH PL,7658,8136558
25,20820,2021,Sidewalk Menu,Sidewalk Repair,2019 S ALLPORT ST,208,8136558
25,20821,2021,Sidewalk Menu,Sidewalk Repair,2055 W COULTER ST,10421,8136558
25,20822,2021,Sidewalk Menu,Sidewalk Repair,2128 W 23RD PL,9887,8136558
25,20823,2021,Sidewalk Menu,Sidewalk Repair,2131 W 24TH ST,19770,8136558
25,20824,2021,Sidewalk Menu,Sidewalk Repair,2227 W 23RD PL,19940,8136558
25,20825,2021,Sidewalk Menu,Sidewalk Repair,2237 W 23RD PL,11538,8136558
25,20826,2021,Sidewalk Menu,Sidewalk Repair,2324 W 24TH ST,13541,8136558
25,20827,2021,Sidewalk Menu,Sidewalk Repair,2332 S CANAL ST,9227,8136558
25,20828,2021,Sidewalk Menu,Sidewalk Repair,2338 W 22ND PL,13069,8136558
25,20829,2021,Sidewalk Menu,Sidewalk Repair,3257 S OAKLEY AVE,4571,8136558
25,20830,2021,Sidewalk Menu,Sidewalk Repair,919 S CARPENTER ST,5086,8136558
25,20831,2021,Street Light Piggy Back Only Menu,Lighting,S RACINE AVE & W MONROE ST,4200,8136558
25,20832,2021,Street Light Residential Staggered Piggy Back Menu,Lighting,ON W 19TH ST FROM S ASHLAND AVE (1600 W) TO S WOOD ST (1800 W),380000,8136558
25,20833,2021,Street Light Residential Staggered Piggy Back Menu,Lighting,ON W 19TH ST FROM S THROOP ST (1300 W) TO S BLUE ISLAND AVE (1440 W),255000,8136558
25,20834,2021,Street Resurfacing Menu,Street Resurfacing,ON S CLAREMONT AVE FROM W 33RD ST (3300 S) TO W 34TH ST (3400 S),44208,8136558
25,20835,2021,Street Resurfacing Menu,Street Resurfacing,ON W CULLERTON ST FROM S HOYNE AVE (2100 W) TO S DAMEN AVE (2000 W),60324,8136558
25,20836,2021,Street Resurfacing Menu,Street Resurfacing,ON W CULLERTON ST FROM S OAKLEY AVE (2300 W) TO S LEAVITT ST (2200 W),53198,8136558
25,20837,2021,Street Speed Hump Menu,Street Resurfacing,ON S BELL AVE FROM W CERMAK RD (2200 S) TO W 23RD ST (2300 S),4700,8136558
25,20838,2021,Street Speed Hump Menu,Street Resurfacing,ON S HOYNE AVE FROM W 21ST ST (2100 S) TO W 23RD ST (2300 S),9400,8136558
25,20839,2021,Street Speed Hump Menu,Street Resurfacing,ON S JEFFERSON ST FROM S CANALPORT AVE (1900 S) TO W CULLERTON ST (1940 S),2350,8136558
25,20840,2021,Street Speed Hump Menu,Street Resurfacing,ON S JEFFERSON ST FROM W CULLERTON ST (1940 S) TO W 20TH PL (2020 S),4700,8136558
25,20841,2021,Street Speed Hump Menu,Street Resurfacing,ON S LEAVITT ST FROM W 21ST ST (2100 S) TO W 23RD ST (2300 S),9400,8136558
25,20842,2021,Street Speed Hump Menu,Street Resurfacing,ON S OAKLEY AVE FROM W CERMAK RD (2200 S) TO W 21ST ST (2100 S),4700,8136558
25,20843,2021,Street Speed Hump Menu,Street Resurfacing,ON S PAULINA ST FROM S BLUE ISLAND AVE (2250 S) TO W 21ST ST (2100 S),7050,8136558
25,20844,2021,Street Speed Hump Menu,Street Resurfacing,ON S WOLCOTT AVE FROM W 21ST ST (2100 S) TO W CERMAK RD (2200 S),4700,8136558
25,20845,2021,Street Speed Hump Menu,Street Resurfacing,ON S WOOD ST FROM W 21ST ST (2100 S) TO W CERMAK RD (2200 S),4700,8136558
25,20846,2021,Street Speed Hump Menu,Street Resurfacing,ON W 17TH ST FROM S RACINE AVE (1200 W) TO S CARPENTER ST (1100 W),7050,8136558
25,20847,2022,1 - LPR/Existing Camera - NE Western & Cermak,Police Cameras,S WESTERN AVE & W CERMAK RD,10971,8136558
25,20848,2022,1 - LPR/Exiting Camera - Cermak & Ashland,Police Cameras,W 19TH ST & S MORGAN ST,24776,8136558
25,20849,2022,1 LPR/No Camera - Cermak & Halsted,Police Cameras,W CERMAK RD & S HALSTED ST,27410,8136558
25,20850,2022,1 - LPR/No Camera - SW 18th St & Ashland,Police Cameras,W 18TH ST & S ASHLAND AVE,27410,8136558
25,20851,2022,1 - PTZ Camera - SE 21st St & Hoyne,Police Cameras,W 21ST ST & S HOYNE AVE,24776,8136558
25,20852,2022,1 - PTZ Camera - SE Cermak & Jefferson/Lumber,Police Cameras,W CERMAK RD & S LUMBER ST,24776,8136558
25,20853,2022,Arterial Street Bump Outs Menu,Pedestrian Infrastructure,S RACINE AVE & W 19TH ST,99500,8136558
25,20854,2022,Arterial Street Bump Outs Menu,Pedestrian Infrastructure,S RACINE AVE & W CULLERTON ST,100000,8136558
25,20855,2022,Arterial Street Bump Outs Menu,Pedestrian Infrastructure,W 18TH ST & S MILLER ST,53343,8136558
25,20856,2022,Bollard Menu,Pedestrian Infrastructure,2412 S BELL AVE,955,8136558
25,20857,2022,Curb & Gutter Menu,Street Resurfacing,2423 W 25TH ST,54407,8136558
25,20858,2022,Miscellaneous CDOT Projects,Misc. CDOT,1800 S CARPENTER ST,660,8136558
25,20859,2022,Miscellaneous CDOT Projects,Misc. CDOT,S RACINE AVE & W 19TH ST,660,8136558
25,20860,2022,Pavement Markings Menu,Street Redesign,ON S RACINE AVE FROM W 16TH ST (1600 S) TO W CERMAK RD (2200 S),6900,8136558
25,20861,2022,Pavement Markings Menu,Street Redesign,ON S RACINE AVE FROM W MONROE ST (100 S) TO W JACKSON BLVD (300 S),3500,8136558
25,20862,2022,Pavement Markings Menu,Street Redesign,ON W 18TH ST FROM S MORGAN ST (1000 W) TO S CARPENTER ST (1050 W),1600,8136558
25,20863,2022,Sidewalk Menu,Sidewalk Repair,1112 W TAYLOR ST,13593,8136558
25,20864,2022,Sidewalk Menu,Sidewalk Repair,132 W 18TH ST,9698,8136558
25,20865,2022,Sidewalk Menu,Sidewalk Repair,1504 W CULLERTON ST,17077,8136558
25,20866,2022,Sidewalk Menu,Sidewalk Repair,1617 S LOOMIS ST,2610,8136558
25,20867,2022,Sidewalk Menu,Sidewalk Repair,1626 S THROOP ST,14657,8136558
25,20868,2022,Sidewalk Menu,Sidewalk Repair,1720 W 21ST ST,17933,8136558
25,20869,2022,Sidewalk Menu,Sidewalk Repair,1745 W 21ST PL,8233,8136558
25,20870,2022,Sidewalk Menu,Sidewalk Repair,1819 S ALLPORT ST,8542,8136558
25,20871,2022,Sidewalk Menu,Sidewalk Repair,1837-1839 S LAFLIN ST,20515,8136558
25,20872,2022,Sidewalk Menu,Sidewalk Repair,1852 W 19TH ST,7275,8136558
25,20873,2022,Sidewalk Menu,Sidewalk Repair,1920 S LEAVITT ST,19838,8136558
25,20874,2022,Sidewalk Menu,Sidewalk Repair,2016 W 23RD ST,14395,8136558
25,20875,2022,Sidewalk Menu,Sidewalk Repair,2111 S TAN CT,17634,8136558
25,20876,2022,Sidewalk Menu,Sidewalk Repair,2201 W CERMAK RD,41453,8136558
25,20877,2022,Sidewalk Menu,Sidewalk Repair,2221 W 23RD PL,7831,8136558
25,20878,2022,Sidewalk Menu,Sidewalk Repair,2228 W 21ST PL,21133,8136558
25,20879,2022,Sidewalk Menu,Sidewalk Repair,2247 W CULLERTON ST,13878,8136558
25,20880,2022,Sidewalk Menu,Sidewalk Repair,230 W CERMAK RD,11124,8136558
25,20881,2022,Sidewalk Menu,Sidewalk Repair,2335-2337 W 24TH PL,13798,8136558
25,20882,2022,Sidewalk Menu,Sidewalk Repair,2337 W 22ND PL,10656,8136558
25,20883,2022,Sidewalk Menu,Sidewalk Repair,2341 W 22ND PL,7917,8136558
25,20884,2022,Sidewalk Menu,Sidewalk Repair,2354 S OAKLEY AVE,20717,8136558
25,20885,2022,Sidewalk Menu,Sidewalk Repair,2401-2447 W 24TH ST,34232,8136558
25,20886,2022,Sidewalk Menu,Sidewalk Repair,3257 S OAKLEY AVE,1533,8136558
25,20888,2022,Sidewalk Menu,Sidewalk Repair,966 W CULLERTON ST,12725,8136558
25,20889,2022,Speed Indicator Signs,Traffic Signals,ON S RACINE AVE FROM W MONROE ST (100 S) TO W ADAMS ST (200 S),14000,8136558
25,20890,2022,Street Bump Outs Menu,Pedestrian Infrastructure,W 18TH ST & S MILLER ST,25284,8136558
25,20891,2022,Street Bump Outs Menu,Pedestrian Infrastructure,W POLK ST & S CARPENTER ST,17312,8136558
25,20892,2022,Street Resurfacing Menu,Street Resurfacing,ON S LAFLIN ST FROM W 18TH ST (1800 S) TO W 19TH ST (1900 S),69976,8136558
25,20893,2022,Street Resurfacing Menu,Street Resurfacing,ON S OAKLEY AVE FROM W 19TH ST (1900 S) TO W CERMAK RD (2200 S),185656,8136558
25,20894,2022,Street Speed Hump Menu,Street Resurfacing,ON S PEORIA ST FROM W MONROE ST (100 S) TO W ADAMS ST (200 S),2350,8136558
25,20895,2022,Street Speed Hump Menu,Street Resurfacing,ON S SANGAMON ST FROM W MONROE ST (100 S) TO W ADAMS ST (200 S),2350,8136558
25,20896,2022,Street Speed Hump Menu,Street Resurfacing,ON W 16TH ST FROM S MILLER ST (1030 W) TO S CARPENTER ST (1100 W),2350,8136558
25,20897,2022,Street Speed Hump Menu,Street Resurfacing,ON W 18TH PL FROM S DAMEN AVE (2000 W) TO S HOYNE AVE (2100 W),4700,8136558
25,20898,2022,Street Speed Hump Menu,Street Resurfacing,ON W COULTER ST FROM S LEAVITT ST (2200 W) TO S OAKLEY AVE (2300 W),4700,8136558
25,20899,2022,Street Speed Hump Menu,Street Resurfacing,ON W POLK ST FROM S ABERDEEN ST (1100 W) TO S MAY ST (1130 W),2350,8136558
25,40817,2019,Alley Resurfacing Menu,Alleys,W 23RD PL & S PRINCETON AVE & W 24TH ST & S WENTWORTH AVE:2358 S WENTWORTH AVE,27225,8136558
25,40818,2019,Alley Resurfacing Menu,Alleys,W CULLERTON ST & S PEORIA ST & S SANGAMON ST & W 21ST ST:903 W CULLERTON ST,17561,8136558
25,40819,2019,Sidewalk Menu,Sidewalk Repair,1500 W CULLERTON ST:1924 S LAFLIN ST,6111,8136558
25,40820,2020,Alley Resurfacing Menu (1-1),Alleys,W 23RD ST & S OAKLEY AVE & S WESTERN AVE & W 22ND PL:2314 W 23RD ST,36479,8136558
25,40821,2020,Sidewalk Menu,Sidewalk Repair,1421 W 19TH ST:1419 W 19TH ST,6786,8136558
25,40822,2020,Street Resurfacing Menu (1-5),Street Resurfacing,2100-2131 S TAN CT:ON S TAN CT FROM S WELLS ST (2000 S) TO S PRINCETON AVE (2200 S),80753,8136558
25,40823,2021,Alley Resurfacing Menu,Alleys,1112 W TAYLOR ST; W TAYLOR ST & S MAY ST & S ABERDEEN ST & W ARTHINGTON ST,12310,8136558
25,40824,2021,Alley Resurfacing Menu,Alleys,W TAYLOR ST & S CARPENTER ST & S MILLER ST & W POLK ST; 927 S CARPENTER ST,40149,8136558
25,40825,2021,Alley Speed Hump Menu,Alleys,2037 W COULTER ST; W COULTER ST & S HOYNE AVE & S DAMEN AVE & S BLUE ISLAND AVE,1400,8136558
25,40826,2021,Miscellaneous CDOT Projects,Misc. CDOT,1659 W 21ST PL; 1942 S MAY ST,1320,8136558
25,40827,2022,Concrete Alley Menu,Alleys,966 W CULLERTON ST; W CULLERTON ST & S SHELBY CT & S MORGAN ST & W 19TH ST,140000,8136558
25,40828,2022,Miscellaneous CDOT Projects,Misc. CDOT,1502 W 18TH ST; 2030 S BLUE ISLAND AVE,1320,8136558
25,40829,2022,Street Light Residential Staggered Piggy Back Menu,Lighting,ON W 18TH PL FROM S LAFLIN ST (1500 W) TO S ASHLAND AVE (1600 W); ON S LAFLIN STFROM W 18TH ST (1800 S) TO W 19TH ST (1900 S),176000,8136558
25,42438,2019,Alley Speed Hump Replacement,Alleys,W 23RD PL & S PRINCETON AVE & W 24TH ST & S WENTWORTH AVE:2358 S WENTWORTH AVE,0,8136558
25,42439,2019,Street Speed Hump Replacement,Street Resurfacing,ON W 19TH ST FROM S RACINE AVE (1200 W) TO S BLUE ISLAND AVE (1440 W),0,8136558
25,42440,2019,Street Speed Hump Replacement,Street Resurfacing,ON W 17TH ST FROM S LOOMIS ST (1400 W) TO S LAFLIN ST (1500 W),0,8136558
25,42441,2019,Street Speed Hump Replacement,Street Resurfacing,ON W 23RD PL FROM S WENTWORTH AVE (200 W) TO S STEWART AVE (330 W),0,8136558
25,42442,2019,Street Speed Hump Replacement,Street Resurfacing,ON W 14TH PL FROM S MORGAN ST (1000 W) TO S RACINE AVE (1200 W),0,8136558
25,42443,2020,Alley Speed Hump Replacement,Alleys,2314 W 23RD ST:W 23RD ST & S OAKLEY AVE & S WESTERN AVE & W 22ND PL,0,8136558
25,42444,2020,Street Speed Hump Replacement,Street Resurfacing,ON W 19TH ST FROM S ASHLAND AVE (1600 W) TO S PAULINA ST (1700 W),0,8136558
25,42445,2020,Street Speed Hump Replacement,Street Resurfacing,ON W 23RD ST FROM S LEAVITT ST (2200 W) TO S OAKLEY AVE (2300 W),0,8136558
25,42446,2022,Street Speed Hump Replacement,Street Resurfacing,ON S LAFLIN ST FROM W 18TH ST (1800 S) TO W 19TH ST (1900 S),0,8136558
25,42447,2022,Street Speed Hump Replacement,Street Resurfacing,ON S OAKLEY AVE FROM W 19TH ST (1900 S) TO W CERMAK RD (2200 S),0,8136558
25,44853,2023,Alley Apron Menu,Alleys,1819 S CARPENTER ST,40259,8136558
25,44854,2023,Alley Apron Menu,Alleys,1913 S SHELBY CT,15797,8136558
25,44855,2023,Alley Apron Menu,Alleys,1931 S SHELBY CT,21349,8136558
25,44856,2023,Alley Resurfacing Menu,Alleys,2345 W 23RD ST; W 23RD PL & S WESTERN AVE & S OAKLEY AVE & W 23RD ST,35436,8136558
25,44857,2023,Alley Resurfacing Menu,Alleys,S ALLPORT ST & W 18TH ST & W 19TH ST & S THROOP ST,36025,8136558
25,44858,2023,Alley Resurfacing Menu,Alleys,S ASHLAND AVE & W 18TH ST & W 18TH PL & S PAULINA ST,52267,8136558
25,44859,2023,Alley Resurfacing Menu,Alleys,S WOOD ST & W 19TH ST & W CULLERTON ST & S WOLCOTT AVE,43027,8136558
25,44860,2023,Alley Resurfacing Menu,Alleys,W 18TH PL & S OAKLEY AVE & S WESTERN AVE & W 18TH PL,39101,8136558
25,44861,2023,Alley Resurfacing Menu,Alleys,W 18TH ST & S MAY ST & S RACINE AVE & W 19TH ST,61206,8136558
25,44862,2023,Alley Resurfacing Menu,Alleys,W 19TH ST & S ASHLAND AVE & S PAULINA ST & W CULLERTON ST,22766,8136558
25,44863,2023,Alley Resurfacing Menu,Alleys,W 19TH ST & S WOLCOTT AVE & S DAMEN AVE & W CULLERTON ST; 1927 W 19TH ST,42792,8136558
25,44864,2023,Alley Resurfacing Menu,Alleys,W 21ST ST & S WOLCOTT AVE & S DAMEN AVE & W 21ST PL; 1941 W 21ST ST,41589,8136558
25,44865,2023,Alley Speed Hump Replacement,Alleys,S ALLPORT ST & W 18TH ST & W 19TH ST & S THROOP ST,0,8136558
25,44866,2023,Alley Speed Hump Replacement,Alleys,W 18TH PL & S OAKLEY AVE & S WESTERN AVE & W 18TH PL,0,8136558
25,44867,2023,Alley Speed Hump Replacement,Alleys,W 18TH ST & S MAY ST & S RACINE AVE & W 19TH ST,0,8136558
25,44868,2023,Alley Speed Hump Replacement,Alleys,W 19TH ST & S WOLCOTT AVE & S DAMEN AVE & W CULLERTON ST; 1927 W 19TH ST,0,8136558
25,44869,2023,Alley Speed Hump Replacement,Alleys,W 21ST ST & S WOLCOTT AVE & S DAMEN AVE & W 21ST PL; 1941 W 21ST ST,0,8136558
25,44870,2023,Arterial Street Bump Outs Menu,Pedestrian Infrastructure,S CALIFORNIA AVE & W 18TH ST,50000,8136558
25,44871,2023,Arterial Street Bump Outs Menu,Pedestrian Infrastructure,S RACINE AVE & W CULLERTON ST,32530,8136558
25,44872,2023,Bollard Menu,Pedestrian Infrastructure,2429 S OAKLEY AVE,27000,8136558
25,44873,2023,Curb & Gutter Menu,Street Resurfacing,1037 W 19TH ST,66771,8136558
25,44874,2023,Curb & Gutter Menu,Street Resurfacing,2059 W 22ND PL,19061,8136558
25,44875,2023,Curb & Gutter Menu,Street Resurfacing,ON W 17TH ST FROM S WOLCOTT AVE (1900 W) TO S DAMEN AVE (2000 W),142203,8136558
25,44876,2023,Miscellaneous CDOT Projects,Misc. CDOT,1358 S MORGAN ST,660,8136558
25,44877,2023,Miscellaneous CDOT Projects,Misc. CDOT,W 17TH ST & S HALSTED ST,660,8136558
25,44878,2023,Pavement Markings Menu,Street Redesign,W CERMAK RD & S HOYNE AVE,30000,8136558
25,44879,2023,Sidewalk Menu,Sidewalk Repair,1126 W 17TH ST,4600,8136558
25,44880,2023,Sidewalk Menu,Sidewalk Repair,1130 W 18TH ST,2561,8136558
25,44881,2023,Sidewalk Menu,Sidewalk Repair,1524 S PEORIA ST,6047,8136558
25,44882,2023,Sidewalk Menu,Sidewalk Repair,1532 W CULLERTON ST,6971,8136558
25,44883,2023,Sidewalk Menu,Sidewalk Repair,1643 W 19TH ST,9921,8136558
25,44884,2023,Sidewalk Menu,Sidewalk Repair,1751 W 21ST ST,4544,8136558
25,44885,2023,Sidewalk Menu,Sidewalk Repair,1803 W 21ST PL,6626,8136558
25,44886,2023,Sidewalk Menu,Sidewalk Repair,1830 W 18TH ST,3164,8136558
25,44887,2023,Sidewalk Menu,Sidewalk Repair,1830 W CERMAK RD,2745,8136558
25,44888,2023,Sidewalk Menu,Sidewalk Repair,1842 S RACINE AVE,4922,8136558
25,44889,2023,Sidewalk Menu,Sidewalk Repair,1913-1915 S SHELBY CT,12048,8136558
25,44890,2023,Sidewalk Menu,Sidewalk Repair,1925-1927 S SHELBY CT,12438,8136558
25,44891,2023,Sidewalk Menu,Sidewalk Repair,1950 W 19TH ST,19423,8136558
25,44892,2023,Sidewalk Menu,Sidewalk Repair,1950 W 21ST PL,9406,8136558
25,44893,2023,Sidewalk Menu,Sidewalk Repair,2000 W 21ST PL,2636,8136558
25,44894,2023,Sidewalk Menu,Sidewalk Repair,2102 W 22ND PL,11943,8136558
25,44895,2023,Sidewalk Menu,Sidewalk Repair,2104-2106 S OAKLEY AVE,12668,8136558
25,44896,2023,Sidewalk Menu,Sidewalk Repair,2126 W CULLERTON ST,17434,8136558
25,44897,2023,Sidewalk Menu,Sidewalk Repair,2133 W CULLERTON ST,7158,8136558
25,44898,2023,Sidewalk Menu,Sidewalk Repair,2138 W CERMAK RD,3599,8136558
25,44899,2023,Sidewalk Menu,Sidewalk Repair,2148 W 23RD ST,6503,8136558
25,44900,2023,Sidewalk Menu,Sidewalk Repair,2155 W 22ND PL,9381,8136558
25,44901,2023,Sidewalk Menu,Sidewalk Repair,2211 W 18TH PL; 2219 W 18TH PL,40831,8136558
25,44902,2023,Sidewalk Menu,Sidewalk Repair,2218 W 23RD ST,7028,8136558
25,44903,2023,Sidewalk Menu,Sidewalk Repair,2222 W CULLERTON ST,10375,8136558
25,44904,2023,Sidewalk Menu,Sidewalk Repair,2241 W 23RD PL,9967,8136558
25,44905,2023,Sidewalk Menu,Sidewalk Repair,2251 W 21ST ST,3718,8136558
25,44906,2023,Sidewalk Menu,Sidewalk Repair,2253 W 21ST PL,9897,8136558
25,44907,2023,Sidewalk Menu,Sidewalk Repair,2259 W 21ST PL,19974,8136558
25,44908,2023,Sidewalk Menu,Sidewalk Repair,2314-2330 W 23RD PL,26718,8136558
25,44909,2023,Sidewalk Menu,Sidewalk Repair,2314 S SEELEY AVE,5799,8136558
25,44910,2023,Sidewalk Menu,Sidewalk Repair,2339 W 22ND PL,5346,8136558
25,44911,2023,Sidewalk Menu,Sidewalk Repair,2343 W 22ND PL,9009,8136558
25,44912,2023,Sidewalk Menu,Sidewalk Repair,950 W 19TH ST,4643,8136558
25,44913,2023,Street Light Upgrade Menu,Lighting,2107 S ASHLAND AVE; S ASHLAND AVE & W 21ST ST & W CERMAK RD & S BLUE ISLAND AVE; ON S ASHLAND AVE FROM W 21ST ST (2100 S) TO S BLUE ISLAND AVE (2200 S),500,8136558
25,44914,2023,Street Resurfacing Menu,Street Resurfacing,ON S WHIPPLE ST FROM W 24TH ST (2400 S) TO W 25TH ST (2500 S),67256,8136558
25,44915,2023,Street Resurfacing Menu,Street Resurfacing,ON W 17TH ST FROM S WOLCOTT AVE (1900 W) TO S DAMEN AVE (2000 W),77796,8136558
25,44916,2023,Street Resurfacing Menu,Street Resurfacing,ON W 19TH ST FROM S ROCKWELL ST (2600 W) TO S WASHTENAW AVE (2700 W),60245,8136558
25,44917,2023,Street Resurfacing Menu,Street Resurfacing,ON W 23RD PL FROM S ROCKWELL ST (2600 W) TO S CALIFORNIA AVE (2800 W),116798,8136558
25,44918,2023,Street Speed Hump Menu,Street Resurfacing,ON S PAULINA ST FROM W 16TH ST (1600 S) TO W 17TH ST (1700 S),2440,8136558
